"Date","Price","Open","High","Low","Change %"
"03/22/2024","0.638","0.631","0.647","0.621","-10.89%"
"03/21/2024","0.716","0.711","0.761","0.649","0.56%"
"03/20/2024","0.712","0.737","0.781","0.703","-11.99%"
"03/19/2024","0.809","0.879","0.879","0.733","-2.65%"
"03/18/2024","0.831","0.873","0.873","0.778","4.27%"
"03/15/2024","0.797","0.785","0.797","0.749","1.79%"
"03/14/2024","0.783","0.719","0.788","0.701","1.56%"
"03/13/2024","0.771","0.737","0.771","0.699","-0.90%"
"03/12/2024","0.778","0.734","0.779","0.729","5.28%"
"03/11/2024","0.739","0.718","0.741","0.693","2.92%"
"03/08/2024","0.718","0.723","0.728","0.694","-1.24%"
"03/07/2024","0.727","0.779","0.784","0.687","-5.22%"
"03/06/2024","0.767","0.757","0.767","0.728","3.23%"
"03/05/2024","0.743","0.796","0.796","0.733","-7.47%"
"03/04/2024","0.803","0.814","0.833","0.793","-1.23%"
"03/01/2024","0.813","0.842","0.850","0.805","0.00%"
"02/29/2024","0.813","0.860","0.900","0.813","-6.01%"
"02/28/2024","0.865","0.879","0.880","0.816","-1.82%"
"02/27/2024","0.881","0.903","0.903","0.847","2.92%"
"02/26/2024","0.856","0.831","0.856","0.796","4.90%"
"02/23/2024","0.816","0.867","0.871","0.816","-4.11%"
"02/22/2024","0.851","0.900","0.920","0.836","-4.70%"
"02/21/2024","0.893","0.860","0.893","0.846","3.36%"
"02/20/2024","0.864","0.914","0.918","0.846","-5.57%"
"02/19/2024","0.915","0.935","0.935","0.893","-1.72%"
"02/16/2024","0.931","0.925","0.962","0.890","6.40%"
"02/15/2024","0.875","0.897","0.897","0.855","-4.48%"
"02/14/2024","0.916","0.894","0.959","0.875","0.99%"
"02/13/2024","0.907","1.008","1.008","0.883","-5.22%"
"02/12/2024","0.957","1.024","1.024","0.936","-2.25%"
"02/09/2024","0.979","0.968","0.980","0.904","3.93%"
"02/08/2024","0.942","0.997","0.997","0.912","2.73%"
"02/07/2024","0.917","0.970","0.970","0.889","-1.82%"
"02/06/2024","0.934","0.920","0.942","0.891","0.32%"
"02/05/2024","0.931","0.887","0.931","0.851","9.92%"
"02/02/2024","0.847","0.865","0.867","0.785","3.55%"
"02/01/2024","0.818","0.872","0.872","0.792","-4.33%"
"01/31/2024","0.855","0.883","0.883","0.807","-6.56%"
"01/30/2024","0.915","0.897","0.919","0.837","2.35%"
"01/29/2024","0.894","0.897","0.897","0.837","-2.51%"
"01/26/2024","0.917","0.895","0.917","0.851","2.23%"
"01/25/2024","0.897","0.958","0.968","0.869","-4.78%"
"01/24/2024","0.942","0.931","0.947","0.911","0.43%"
"01/23/2024","0.938","0.915","0.938","0.897","4.80%"
"01/22/2024","0.895","0.890","0.895","0.870","0.00%"
"01/19/2024","0.895","0.896","0.912","0.855","0.22%"
"01/18/2024","0.893","0.890","0.912","0.870","-1.22%"
"01/17/2024","0.904","0.848","0.906","0.837","9.18%"
"01/16/2024","0.828","0.866","0.866","0.813","-1.08%"
"01/15/2024","0.837","0.856","0.868","0.826","-1.30%"
"01/12/2024","0.848","0.840","0.850","0.808","-4.72%"
"01/11/2024","0.890","0.911","0.911","0.844","-0.11%"
"01/10/2024","0.891","0.872","0.891","0.831","1.95%"
"01/09/2024","0.874","0.874","0.910","0.859","5.68%"
"01/08/2024","0.827","0.862","0.895","0.826","-0.36%"
"01/05/2024","0.830","0.845","0.939","0.819","0.73%"
"01/04/2024","0.824","0.718","0.835","0.687","16.22%"
"01/03/2024","0.709","0.764","0.766","0.701","1.14%"
"12/29/2023","0.701","0.709","0.721","0.666","4.63%"
"12/28/2023","0.670","0.690","0.690","0.668","-2.05%"
"12/27/2023","0.684","0.711","0.711","0.665","-1.87%"
"12/22/2023","0.697","0.723","0.723","0.681","-1.97%"
"12/21/2023","0.711","0.713","0.715","0.654","5.96%"
"12/20/2023","0.671","0.636","0.671","0.617","2.44%"
"12/19/2023","0.655","0.635","0.671","0.621","1.39%"
"12/18/2023","0.646","0.636","0.656","0.613","5.21%"
"12/15/2023","0.614","0.683","0.683","0.597","-5.83%"
"12/14/2023","0.652","0.646","0.678","0.610","-11.53%"
"12/13/2023","0.737","0.725","0.737","0.694","0.41%"
"12/12/2023","0.734","0.762","0.762","0.724","-6.73%"
"12/11/2023","0.787","0.790","0.800","0.768","-0.76%"
"12/08/2023","0.793","0.752","0.800","0.698","6.44%"
"12/07/2023","0.745","0.757","0.769","0.725","0.68%"
"12/06/2023","0.740","0.744","0.776","0.722","1.79%"
"12/05/2023","0.727","0.720","0.755","0.717","-6.91%"
"12/04/2023","0.781","0.791","0.793","0.725","-1.26%"
"12/01/2023","0.791","0.869","0.869","0.789","-9.91%"
"11/30/2023","0.878","0.876","0.910","0.823","1.27%"
"11/29/2023","0.867","0.884","0.899","0.850","-5.45%"
"11/28/2023","0.917","0.910","0.980","0.894","-4.58%"
"11/27/2023","0.961","1.051","1.051","0.956","-7.24%"
"11/24/2023","1.036","1.023","1.047","1.009","2.98%"
"11/23/2023","1.006","0.964","1.013","0.907","3.39%"
"11/22/2023","0.973","0.999","1.002","0.934","1.78%"
"11/21/2023","0.956","0.955","0.983","0.950","-4.21%"
"11/20/2023","0.998","1.008","1.023","0.970","-0.70%"
"11/17/2023","1.005","0.980","1.005","0.957","-1.18%"
"11/16/2023","1.017","1.033","1.036","0.987","-2.77%"
"11/15/2023","1.046","1.062","1.073","1.022","0.97%"
"11/14/2023","1.036","1.105","1.124","1.035","-8.88%"
"11/13/2023","1.137","1.134","1.137","1.085","-2.15%"
"11/10/2023","1.162","1.148","1.185","1.127","4.59%"
"11/09/2023","1.111","1.114","1.121","1.057","1.37%"
"11/08/2023","1.096","1.174","1.197","1.096","-6.48%"
"11/07/2023","1.172","1.221","1.236","1.153","-2.09%"
"11/06/2023","1.197","1.155","1.217","1.146","6.49%"
"11/03/2023","1.124","1.164","1.186","1.108","-2.60%"
"11/02/2023","1.154","1.094","1.159","1.071","2.40%"
"11/01/2023","1.127","1.161","1.179","1.107","-0.44%"
